根冠腐烂,Crown and Root Rot,根腐病是一种真菌引起的病，该病会造成根部腐烂，吸收水分和养分的功能逐渐减弱，最后全株死亡，,插穗消毒：播种前，种子可用种子重量0.3 %的退菌特或种子重量0.1%的粉锈宁拌种，或用80%的402抗菌剂乳油2000倍液浸种5小时；插穗基部也可用同样浓度药液浸1小时后扦插,https://baike.baidu.com/item/%E6%A0%B9%E8%85%90%E7%97%85/2274168
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
